name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Torreón, COAH, México",2020-04-08T00:00:00,78.5,78.5,44.5,29.99,0,0,,0,0,5.1,2.9,270,1013,17.5,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2020-04-08T01:00:00,78.7,78.7,43.6,28.8,0,0,,0,0,5.1,3.4,288.4,1013,35.3,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2020-04-08T02:00:00,79.1,79.1,42.9,27.69,0,0,,0,0,12.5,6.9,316.7,1013,49.7,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2020-04-08T03:00:00,76.6,76.6,43.8,31.15,0,0,,0,0,18.1,8.3,331.1,1013,7,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2020-04-08T04:00:00,76,76,41.6,29.19,0,0,,0,0,17.4,5.4,349.4,1014,1,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2020-04-08T05:00:00,70.8,70.8,43.4,37.28,0,0,,0,0,12.1,4,20.2,1014,34.9,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2020-04-08T06:00:00,71.9,71.9,42.9,35.2,0,0,,0,0,8.1,3.4,19.9,1015,42.6,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2020-04-08T07:00:00,72.2,72.2,43.8,70.36,0,0,,0,0,6.5,2.2,230,1010.8,30,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,76382099999
"Torreón, COAH, México",2020-04-08T08:00:00,71.5,71.5,43.8,36.88,0,0,,0,0,6,2,344.2,1016,0.2,,5.4,0,0,,Clear,clear-day,remote
"Torreón, COAH, México",2020-04-08T09:00:00,74,74,44.5,34.82,0,0,,0,0,5.1,0.9,316,1017,10.7,,141.5,0.5,1,,Clear,clear-day,remote
"Torreón, COAH, México",2020-04-08T10:00:00,75.8,75.8,48.3,70.36,0,0,,0,0,10.5,2.2,20,1013.1,60,18.6,283,1,3,,Partially cloudy,partly-cloudy-day,"76382099999,E8718"
"Torreón, COAH, México",2020-04-08T11:00:00,76.7,76.7,49.5,38.48,0,0,,0,0,15.9,4.3,346.4,1017,100,,603.9,2.2,6,,Overcast,cloudy,remote
"Torreón, COAH, México",2020-04-08T12:00:00,84.1,82,48.1,28.65,0,0,,0,0,17,4.5,355,1016,98.1,,797.2,2.9,8,,Overcast,cloudy,remote
"Torreón, COAH, México",2020-04-08T13:00:00,86.3,83.6,48.1,26.74,0,0,,0,0,17,4.5,6.2,1015,99,,942.1,3.4,9,,Overcast,cloudy,remote
"Torreón, COAH, México",2020-04-08T14:00:00,87,84.2,48.5,26.48,0,0,,0,0,14.1,4,23.2,1014,90.6,,940.2,3.4,9,,Overcast,cloudy,remote
"Torreón, COAH, México",2020-04-08T15:00:00,88.8,85.6,47.4,24.02,0,0,,0,0,13.4,3.4,33.7,1013,57.4,,998.4,3.6,10,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2020-04-08T16:00:00,89.7,86.4,47,23.04,0,0,,0,0,13,2.5,33.2,1012,85,,865.3,3.1,9,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2020-04-08T17:00:00,87.5,84.3,44.9,22.73,0,0,,0,0,11.2,1.3,101.1,1010,54.5,,755.2,2.7,8,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2020-04-08T18:00:00,88.2,84.9,44.7,22.06,0,0,,0,0,9.2,2.7,66.2,1010,69.1,,424.8,1.5,4,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2020-04-08T19:00:00,89.3,85.9,45,21.62,0,0,,0,0,12.1,5.6,46.2,1009,87.8,,229.4,0.8,2,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2020-04-08T20:00:00,89.7,86.2,44.7,21.09,0,0,,0,0,20.4,9.8,24.1,1010,88.7,,67.6,0.2,1,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2020-04-08T21:00:00,86.6,83.6,45.4,23.87,0,0,,0,0,24.8,11.6,10.3,1011,78.4,,1,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2020-04-08T22:00:00,84.3,81.9,45.9,26.26,0,0,,0,0,25.1,12.3,7.1,1012,98.6,,0,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2020-04-08T23:00:00,83,81.1,46.8,28.29,0,0,,0,0,23.9,8.7,357.2,1014,98.5,,0,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2019-04-08T00:00:00,75.5,75.5,27.6,16.99,0,0,,0,0,6.7,4,340.5,1014,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2019-04-08T01:00:00,71.1,71.1,23.4,16.55,0,0,,0,0,6,3.6,320.1,1014,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2019-04-08T02:00:00,69.3,69.3,22.2,16.68,0,0,,0,0,9.4,3.6,300.7,1014,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2019-04-08T03:00:00,66.6,66.6,21.8,18.03,0,0,,0,0,8.7,3.8,295.4,1014,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2019-04-08T04:00:00,65.4,65.4,19.8,17.32,0,0,,0,0,9.2,4.3,294.3,1014,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2019-04-08T05:00:00,62.1,62.1,25.4,24.53,0,0,,0,0,9.6,4,294.3,1015,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2019-04-08T06:00:00,62.9,62.9,26.7,25.2,0,0,,0,0,9.6,3.6,295.3,1015,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2019-04-08T07:00:00,62.3,62.3,26.1,14.16,0,0,,0,0,9.2,2.2,90,1012.9,0,6.2,0,0,0,,Clear,clear-night,76382099999
"Torreón, COAH, México",2019-04-08T08:00:00,62.3,62.3,27.9,27.05,0,0,,0,0,7.8,2.7,258.3,1017,0,,5.3,0,0,,Clear,clear-day,remote
"Torreón, COAH, México",2019-04-08T09:00:00,66.5,66.5,29.7,25.2,0,0,,0,0,6.5,1.8,254.7,1018,0,,147.7,0.5,1,,Clear,clear-day,remote
"Torreón, COAH, México",2019-04-08T10:00:00,68.8,68.8,31.2,14.16,0,0,,0,0,7.2,2.2,360,1016.6,10,18.6,208,0.7,2,,Clear,clear-day,"76382099999,E8718"
"Torreón, COAH, México",2019-04-08T11:00:00,71.1,71.1,31.5,23.09,0,0,,0,0,11.9,4.9,6.1,1019,0,,634.3,2.3,6,,Clear,clear-day,remote
"Torreón, COAH, México",2019-04-08T12:00:00,80.1,78.5,31.9,17.36,0,0,,0,0,17,7.8,7.9,1018,0,,835.4,3,8,,Clear,clear-day,remote
"Torreón, COAH, México",2019-04-08T13:00:00,81.6,79.4,31.2,14.16,0,0,,0,0,20.8,2.2,250,1015.7,10,18.6,516,1.9,5,,Clear,clear-day,"76382099999,E8718"
"Torreón, COAH, México",2019-04-08T14:00:00,82.3,79.9,31.9,16.18,0,0,,0,0,21.7,8.7,17.1,1017,0,,1051.1,3.8,10,,Clear,clear-day,remote
"Torreón, COAH, México",2019-04-08T15:00:00,85.6,82.3,27.4,12.14,0,0,,0,0,21.3,8.7,17.7,1016,0,,1047.7,3.8,10,,Clear,clear-day,remote
"Torreón, COAH, México",2019-04-08T16:00:00,85.2,82,27.2,14.16,0,0,,0,0,21.3,6.7,360,1012.2,0,18.6,512,1.8,5,,Clear,clear-day,"76382099999,E8718"
"Torreón, COAH, México",2019-04-08T17:00:00,85.2,82,26.7,11.92,0,0,,0,0,21,7.6,16.3,1014,0,,817,2.9,8,,Clear,clear-day,remote
"Torreón, COAH, México",2019-04-08T18:00:00,85.6,82.3,26.1,11.52,0,0,,0,0,20.1,7.8,16,1014,0,,609.7,2.2,6,,Clear,clear-day,remote
"Torreón, COAH, México",2019-04-08T19:00:00,85.9,82.6,24.3,14.16,0,0,,0,0,18.8,4.5,30,1009.1,0,18.6,210,0.8,2,,Clear,clear-day,"76382099999,E8718"
"Torreón, COAH, México",2019-04-08T20:00:00,85,81.9,18.8,8.59,0,0,,0,0,17.2,5.8,17.9,1014,0,,120.4,0.4,1,,Clear,clear-day,remote
"Torreón, COAH, México",2019-04-08T21:00:00,77.4,77.4,25.6,14.66,0,0,,0,0,12.3,3.4,25.6,1015,0,,1.5,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2019-04-08T22:00:00,76.4,76.4,24.9,14.16,0,0,,0,0,8.9,2.2,180,1009.8,0,6.2,0,0,0,,Clear,clear-night,76382099999
"Torreón, COAH, México",2019-04-08T23:00:00,77.6,77.6,21.8,12.44,0,0,,0,0,7.4,0.7,1.7,1016,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2018-04-08T00:00:00,81.9,79.6,22,10.88,0,0,,0,0,8.7,3.1,359.1,1007,97.7,,0,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2018-04-08T01:00:00,74.9,74.9,56.6,52.85,0,0,,0,0,7.8,2.2,360,1000.6,0,6.2,0,0,0,,Clear,clear-night,76382099999
"Torreón, COAH, México",2018-04-08T02:00:00,73.5,73.5,33.5,23.1,0,0,,0,0,13.4,4.7,55.4,1009,96.5,,0,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2018-04-08T03:00:00,68.8,68.8,36.6,30.58,0,0,,0,0,11,3.8,42,1009,80,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2018-04-08T04:00:00,72.8,72.8,48.8,42.76,0,0,,0,0,8.7,2.2,360,1001.6,0,6.2,0,0,0,,Clear,clear-night,76382099999
"Torreón, COAH, México",2018-04-08T05:00:00,65,65,49.5,57.26,0,0,,0,0,7.8,2,58.8,1010,14.6,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2018-04-08T06:00:00,66.3,66.3,50.4,56.68,0,0,,0,0,5.1,1.6,77,1010,44.7,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2018-04-08T07:00:00,66.8,66.8,55.7,67.36,0,0,,0,0,3.8,2.2,320,1004.3,0,6.2,0,0,0,,Clear,clear-night,76382099999
"Torreón, COAH, México",2018-04-08T08:00:00,65.9,65.9,51.5,59.73,0,0,,0,0,4,1.8,28.6,1011,63.5,,4.6,0,0,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2018-04-08T09:00:00,68.3,68.3,52.4,56.95,0,0,,0,0,4.5,0.4,51.3,1012,0,,142.3,0.5,1,,Clear,clear-day,remote
"Torreón, COAH, México",2018-04-08T10:00:00,71.7,71.7,57.8,61.67,0,0,,0,0,7.4,2.2,340,1008.1,30,18.6,339,1.2,3,,Partially cloudy,partly-cloudy-day,"76382099999,E8718"
"Torreón, COAH, México",2018-04-08T11:00:00,71.1,71.1,46.5,41.37,0,0,,0,0,9.8,2.2,207.2,1012,0,,617.8,2.2,6,,Clear,clear-day,remote
"Torreón, COAH, México",2018-04-08T12:00:00,83.7,81.2,41.4,22.5,0,0,,0,0,10.7,2.2,249.1,1010,0,,815.5,2.9,8,,Clear,clear-day,remote
"Torreón, COAH, México",2018-04-08T13:00:00,87.9,85.5,52.1,29.42,0,0,,0,0,11.6,4.5,90,1006.7,0,18.6,864,3.1,9,,Clear,clear-day,"76382099999,E8718"
"Torreón, COAH, México",2018-04-08T14:00:00,86.8,83.4,39.3,18.76,0,0,,0,0,12.3,2.9,356.3,1008,0,,1027.7,3.7,10,,Clear,clear-day,remote
"Torreón, COAH, México",2018-04-08T15:00:00,91.8,87.6,37.8,15.13,0,0,,0,0,12.1,1.8,17.3,1006,0,,1023.8,3.7,10,,Clear,clear-day,remote
"Torreón, COAH, México",2018-04-08T16:00:00,92.6,88.2,36.4,29.42,0,0,,0,0,10.7,4.5,60,1001.6,0,18.6,839,3,8,,Clear,clear-day,"76382099999,E8718"
"Torreón, COAH, México",2018-04-08T17:00:00,93.3,88.8,35.3,13.1,0,0,,0,0,9.4,1.1,84.1,1003,0,,797.5,2.9,8,,Clear,clear-day,remote
"Torreón, COAH, México",2018-04-08T18:00:00,94.4,89.8,35.1,12.58,0,0,,0,0,9.4,2.2,76.2,1003,0,,593.5,2.1,6,,Clear,clear-day,remote
"Torreón, COAH, México",2018-04-08T19:00:00,95.1,90.4,33.9,29.42,0,0,,0,0,8.9,4.5,20,997.4,0,18.6,294,1.1,3,,Clear,clear-day,"76382099999,E8718"
"Torreón, COAH, México",2018-04-08T20:00:00,93.1,88.6,31.9,11.49,0,0,,0,0,10.5,6.9,30,1003,0,14.9,64,0.2,1,,Clear,clear-day,"MMTC,E8718"
"Torreón, COAH, México",2018-04-08T21:00:00,87.9,84.2,32.3,13.73,0,0,,0,0,15.4,7.2,59.4,1003,0,,1.4,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2018-04-08T22:00:00,85.9,82.6,35.5,16.64,0,0,,0,0,15.4,3.4,350,999.3,0,9.8,0,0,0,,Clear,clear-night,"76382099999,MMTC"
"Torreón, COAH, México",2018-04-08T23:00:00,84.6,81.6,34.2,16.48,0,0,,0,0,12.5,2.5,60.3,1005,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2017-04-08T00:00:00,75.1,75.1,29.4,18.51,0,0,,0,0,9.2,5.4,51.6,1014,88.2,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2017-04-08T01:00:00,72.2,72.2,55.5,55.65,0,0,,0,0,11,4.5,30,1008.2,30,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,76382099999
"Torreón, COAH, México",2017-04-08T02:00:00,66.3,66.3,40.2,38.4,0,0,,0,0,9.8,3.1,53.6,1015,14.2,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2017-04-08T03:00:00,65.7,65.7,43.2,44.02,0,0,,0,0,6.9,1.1,37.3,1015,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2017-04-08T04:00:00,64.3,64.3,41.8,43.8,0,0,,0,0,4.9,0.4,331,1015,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2017-04-08T05:00:00,64.3,64.3,47,53.43,0,0,,0,0,4.5,1.3,242.9,1014,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2017-04-08T06:00:00,63.9,63.9,46.7,53.38,0,0,,0,0,4.5,1.3,228.3,1014,0,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2017-04-08T07:00:00,61.4,61.4,52.4,72.28,0,0,,0,0,4.3,2.2,190,1011.3,0,6.2,0,0,0,,Clear,clear-night,76382099999
"Torreón, COAH, México",2017-04-08T08:00:00,63.2,63.2,45.4,52.2,0,0,,0,0,4.3,1.1,217.5,1015,0,,5.5,0,0,,Clear,clear-day,remote
"Torreón, COAH, México",2017-04-08T09:00:00,67.9,67.9,45.9,45.28,0,0,,0,0,4.7,0.4,293.1,1016,0,,147.3,0.5,1,,Clear,clear-day,remote
"Torreón, COAH, México",2017-04-08T10:00:00,67.7,67.7,51.5,56.12,0,0,,0,0,6.7,2.2,140,1013.3,0,18.6,392.8,1.4,4,,Clear,clear-day,76382099999
"Torreón, COAH, México",2017-04-08T11:00:00,71.5,71.5,44.5,37.91,0,0,,0,0,7.8,1.1,84,1015,0,,632.8,2.3,6,,Clear,clear-day,remote
"Torreón, COAH, México",2017-04-08T12:00:00,81.6,79.8,41.6,24.3,0,0,,0,0,8.7,0.9,89.4,1014,0,,834.4,3,8,,Clear,clear-day,remote
"Torreón, COAH, México",2017-04-08T13:00:00,84.5,81.6,37.5,56.12,0,0,,0,0,9.8,2.2,340,1012.3,0,18.6,977.8,3.5,10,,Clear,clear-day,76382099999
"Torreón, COAH, México",2017-04-08T14:00:00,85.6,82.3,34.2,16.01,0,0,,0,0,11.4,2.5,356.7,1012,0,,1047.3,3.8,10,,Clear,clear-day,remote
"Torreón, COAH, México",2017-04-08T15:00:00,90.6,86.4,33,12.98,0,0,,0,0,12.3,3.4,350.9,1010,0,,1042.3,3.8,10,,Clear,clear-day,remote
"Torreón, COAH, México",2017-04-08T16:00:00,91.7,87.3,32.6,56.12,0,0,,0,0,13.2,6.7,340,1006.3,0,18.6,961.2,3.5,10,,Clear,clear-day,76382099999
"Torreón, COAH, México",2017-04-08T17:00:00,90.9,86.7,29.6,11.18,0,0,,0,0,14.3,5.1,16.7,1007,0,,811.7,2.9,8,,Clear,clear-day,remote
"Torreón, COAH, México",2017-04-08T18:00:00,91.1,86.9,27.8,10.32,0,0,,0,0,15.4,6,23.6,1007,0,,606.8,2.2,6,,Clear,clear-day,remote
"Torreón, COAH, México",2017-04-08T19:00:00,93.1,88.6,13.9,5.39,0,0,,0,0,18.3,7.9,351,1002.7,0,15.1,364.2,1.3,4,,Clear,clear-day,"76382099999,MMTC"
"Torreón, COAH, México",2017-04-08T20:00:00,91.3,87.1,21.1,7.78,0,0,,0,0,21.9,8.9,46.5,1006,0,,120.6,0.4,1,,Clear,clear-day,remote
"Torreón, COAH, México",2017-04-08T21:00:00,84.6,81.6,22,9.97,0,0,,0,0,20.4,8.1,51.7,1007,0,,1.5,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2017-04-08T22:00:00,80.9,78.8,22.2,5.39,0,0,,0,0,18.3,2.2,160,1001.5,0,6.2,0,0,0,,Clear,clear-night,76382099999
"Torreón, COAH, México",2017-04-08T23:00:00,76.9,76.9,26.5,15.49,0,0,,0,0,13,0,0,1008,0,9.9,0,0,0,,Clear,clear-night,MMTC
"Torreón, COAH, México",2016-04-08T00:00:00,81.6,79.7,38.6,21.57,0,0,,0,0,8.3,8.3,65,1012,86.9,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2016-04-08T01:00:00,78.2,78.2,60,53.65,0,0,,0,0,13.9,2.2,160,1007.4,80,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,76382099999
"Torreón, COAH, México",2016-04-08T02:00:00,76,76,45,33.27,0,0,,0,0,16.6,3.8,83.8,1013,22,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2016-04-08T03:00:00,71.5,71.5,48.3,43.73,0,0,,0,0,10.5,1.3,70.5,1013,90.6,,0,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2016-04-08T04:00:00,72.8,72.8,60.5,65.48,0,0,,0,0,6.7,2.2,20,1007,30,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,76382099999
"Torreón, COAH, México",2016-04-08T05:00:00,71.7,71.7,48.1,43.17,0,0,,0,0,6.9,2.5,358.2,1013,94.3,,0,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2016-04-08T06:00:00,72.4,72.4,49.5,44.46,0,0,,0,0,6.5,3.4,346.3,1014,98.5,,0,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2016-04-08T07:00:00,69.5,69.5,59.6,70.79,0,0,,0,0,6.3,2.2,250,1009.2,80,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,76382099999
"Torreón, COAH, México",2016-04-08T08:00:00,71,71,50.4,48.27,0,0,,0,0,5.8,1.8,352.1,1015,100,,3.6,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2016-04-08T09:00:00,71.3,71.3,52.1,50.63,0,0,,0,0,6.5,2,48.5,1016,62.2,,94.3,0.3,1,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2016-04-08T10:00:00,71.9,71.9,57.3,60.11,0,0,,0,0,10.7,4.5,320,1012.1,50,18.6,316.5,1.1,3,,Partially cloudy,partly-cloudy-day,76382099999
"Torreón, COAH, México",2016-04-08T11:00:00,72.2,72.2,54.4,53.5,0,0,,0,0,15.2,6,55.1,1016,9,,514.1,1.9,5,,Clear,clear-day,remote
"Torreón, COAH, México",2016-04-08T12:00:00,78.3,78.3,54.4,43.62,0,0,,0,0,20.1,7.6,48,1015,1,,711.8,2.6,7,,Clear,clear-day,remote
"Torreón, COAH, México",2016-04-08T13:00:00,84.8,85.5,62.3,46.94,0,0,,0,0,21,2.2,360,1011.4,10,18.6,925.8,3.3,9,,Clear,clear-day,76382099999
"Torreón, COAH, México",2016-04-08T14:00:00,81.9,80.9,51.5,34.89,0,0,,0,0,20.6,8.3,58.5,1013,1.5,,1011.1,3.6,10,,Clear,clear-day,remote
"Torreón, COAH, México",2016-04-08T15:00:00,82.8,81.3,49.9,31.91,0,0,,0,0,19.2,7.2,71.3,1011,24.1,,1006.3,3.6,10,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2016-04-08T16:00:00,84.8,82.7,49.9,46.94,0,0,,0,0,16.8,6.7,50,1005.1,10,18.6,860.7,3.1,9,,Clear,clear-day,76382099999
"Torreón, COAH, México",2016-04-08T17:00:00,87.5,84.7,48.6,26.21,0,0,,0,0,15,7.2,90.1,1008,64.3,,678.6,2.4,7,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2016-04-08T18:00:00,89.5,86.3,47.6,23.64,0,0,,0,0,15.4,1.1,117.2,1007,86.8,,486.9,1.8,5,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2016-04-08T19:00:00,90.8,87.2,45.8,46.94,0,0,,0,0,13.9,6.7,110,1001.8,80,18.6,245.7,0.9,2,,Partially cloudy,partly-cloudy-day,76382099999
"Torreón, COAH, México",2016-04-08T20:00:00,90.1,86.3,42.2,18.93,0,0,,0,0,12.1,9.2,61,1010,73.9,,51.6,0.2,1,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2016-04-08T21:00:00,85.7,82.9,44.7,23.91,0,0,,0,0,10.1,11,68.9,1011,54.1,,0.9,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2016-04-08T22:00:00,84.8,87.2,66.3,53.9,0,0,,0,0,19.5,2.2,140,1002.1,80,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,76382099999
"Torreón, COAH, México",2016-04-08T23:00:00,76.9,76.9,58.9,53.82,0,0,,0,0,28.2,17.2,350,1014,88,8.1,0,0,0,,Partially cloudy,partly-cloudy-night,MMTC
"Torreón, COAH, México",2015-04-08T00:00:00,80,80,44.9,29,0,0,,0,0,9.8,4,76,1011,27.4,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2015-04-08T01:00:00,78.5,78.5,62.9,58.7,0,0,,0,0,9.6,4.5,140,1005.6,80,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,76382099999
"Torreón, COAH, México",2015-04-08T02:00:00,80,80,48.5,33.21,0,0,,0,0,6.7,1.1,5.1,1012,7.1,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2015-04-08T03:00:00,74.7,74.7,50.1,41.93,0,0,,0,0,5.6,1.3,251,1012,10.9,,0,0,0,,Clear,clear-night,remote
"Torreón, COAH, México",2015-04-08T04:00:00,74.4,74.4,54.8,50.41,0,0,,0,0,5.4,11.2,200,1006.8,80,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,76382099999
"Torreón, COAH, México",2015-04-08T05:00:00,75.1,75.1,51.7,43.99,0,0,,0,0,5.4,5.8,170,1010,25,8.1,0,0,0,,Partially cloudy,partly-cloudy-night,MMTC
"Torreón, COAH, México",2015-04-08T06:00:00,74.6,74.6,48.6,39.98,0,0,,0,0,4.9,0.9,243.5,1011,64.9,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2015-04-08T07:00:00,74,74,54.2,50.03,0,0,,0,0,4,6.7,180,1006.9,40,6.2,0,0,0,,Partially cloudy,partly-cloudy-night,76382099999
"Torreón, COAH, México",2015-04-08T08:00:00,73.5,73.5,47.7,40.08,0,0,,0,0,3.1,0.9,319.5,1012,49.2,,4.7,0,0,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2015-04-08T09:00:00,74.4,74.4,47.2,38.11,0,0,,0,0,3.6,1.3,345.8,1013,60.5,,127.3,0.5,1,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2015-04-08T10:00:00,74.9,74.9,58.7,57.11,0,0,,0,0,6.3,4.5,160,1009.2,80,18.6,349.1,1.3,3,,Partially cloudy,partly-cloudy-day,76382099999
"Torreón, COAH, México",2015-04-08T11:00:00,75.6,75.6,51,42.07,0,0,,0,0,8.3,2.7,41.4,1013,67.8,,588.7,2.1,6,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2015-04-08T12:00:00,81.9,80.6,48.8,31.56,0,0,,0,0,9.6,3.4,48.7,1012,49.4,,779.6,2.8,8,,Partially cloudy,partly-cloudy-day,remote
"Torreón, COAH, México",2015-04-08T13:00:00,86.1,85.8,59.6,40.97,0,0,,0,0,10.7,4.5,90,1008.1,60,18.6,922.3,3.3,9,,Partially cloudy,partly-cloudy-day,76382099999
"Torreón, COAH, México",2015-04-08T14:00:00,86.4,84,50.4,29.01,0,0,,0,0,12.5,2.9,76.8,1009,100,,989.9,3.6,10,,Overcast,cloudy,remote
"Torreón, COAH, México",2015-04-08T15:00:00,90.4,87,46.8,22.37,0,0,,0,0,12.3,3.4,99,1008,96.9,,965.2,3.5,10,,Overcast,cloudy,remote
"Torreón, COAH, México",2015-04-08T16:00:00,91.1,91.2,61.1,36.77,0,0,,0,0,12.8,4.5,70,1003.5,90,18.6,862.5,3.1,9,,Partially cloudy,partly-cloudy-day,76382099999
"Torreón, COAH, México",2015-04-08T17:00:00,91.3,87.6,44.9,20.18,0,0,,0,0,13,3.6,100.4,1005,100,,725.3,2.6,7,,Overcast,cloudy,remote
"Torreón, COAH, México",2015-04-08T18:00:00,92.6,88.5,41.1,16.78,0,0,,0,0,12.8,2.7,88.4,1004,100,,477.8,1.7,5,,Overcast,cloudy,remote
"Torreón, COAH, México",2015-04-08T19:00:00,83.6,86.6,67.7,58.99,0.031,100,rain,0,0,12.5,6.7,160,1001.2,100,18.6,174.8,0.6,2,,"Rain, Overcast",rain,76382099999
"Torreón, COAH, México",2015-04-08T20:00:00,88.4,84.7,36.8,16.14,0,0,,0,0,22.4,11.2,341.6,1008,99.3,,45.1,0.2,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2015-04-08T21:00:00,85.2,82.3,41.8,21.78,0,0,,0,0,25.9,7.6,19.1,1008,100,,0.6,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2015-04-08T22:00:00,78.2,78.2,48.3,35,0,0,,0,0,22.1,5.4,45.8,1009,99,,0,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2015-04-08T23:00:00,76.9,76.9,48.3,36.49,0,0,,0,0,15.4,4.3,89.8,1010,93.7,,0,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2014-04-08T00:00:00,53.1,53.1,9.8,17.27,0,0,,,,,8.3,8.3,,88.6,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2014-04-08T01:00:00,51.5,51.5,9.8,18.33,0,0,,,,,8.1,12.4,,92.8,,0,0,0,,Overcast,cloudy,remote
"Torreón, COAH, México",2014-04-08T02:00:00,49.5,46.4,10.1,20.04,0,0,,,,,7.6,16.6,,84.2,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
"Torreón, COAH, México",2014-04-08T03:00:00,47.2,43.8,10.5,22.23,0,0,,,,,7.2,22.7,,77.9,,0,0,0,,Partially cloudy,partly-cloudy-night,remote
