DeviceID,Event,EventValue,Date,Date2,DeviceType,DeviceName
33,open,FALSE,6/28/2017 19:03,12.78799769,wireless_sensor,Kitchen Door
135,locked,TRUE,6/28/2017 19:03,12.78799769,door_lock_device,Back Door
135,locked,FALSE,6/28/2017 19:06,12.78991898,door_lock_device,Back Door
33,open,TRUE,6/28/2017 19:06,12.78993056,wireless_sensor,Kitchen Door
33,open,FALSE,6/28/2017 19:06,12.79042824,wireless_sensor,Kitchen Door
135,locked,TRUE,6/28/2017 19:06,12.79043981,door_lock_device,Back Door
31,open,TRUE,6/28/2017 19:10,12.79277778,wireless_sensor,Interior Garage Door
31,open,FALSE,6/28/2017 19:10,12.79302083,wireless_sensor,Interior Garage Door
135,locked,FALSE,6/28/2017 19:18,12.79810185,door_lock_device,Back Door
33,open,TRUE,6/28/2017 19:18,12.79813657,wireless_sensor,Kitchen Door
33,open,FALSE,6/28/2017 19:18,12.79820602,wireless_sensor,Kitchen Door
33,open,TRUE,6/28/2017 19:21,12.80020833,wireless_sensor,Kitchen Door
33,open,FALSE,6/28/2017 19:21,12.80027778,wireless_sensor,Kitchen Door
33,open,TRUE,6/28/2017 19:25,12.80325231,wireless_sensor,Kitchen Door
33,open,FALSE,6/28/2017 19:25,12.80326389,wireless_sensor,Kitchen Door
33,open,TRUE,6/28/2017 19:39,12.81318287,wireless_sensor,Kitchen Door
33,open,FALSE,6/28/2017 19:40,12.81344907,wireless_sensor,Kitchen Door
33,open,TRUE,6/28/2017 19:41,12.81458333,wireless_sensor,Kitchen Door
33,open,FALSE,6/28/2017 19:41,12.81461806,wireless_sensor,Kitchen Door
31,open,TRUE,6/28/2017 21:54,12.90646991,wireless_sensor,Interior Garage Door
31,open,FALSE,6/28/2017 21:54,12.90662037,wireless_sensor,Interior Garage Door
135,locked,TRUE,6/28/2017 21:54,12.90686343,door_lock_device,Back Door
135,locking,TRUE,6/28/2017 23:50,12.98740741,door_lock_device,Back Door
275,locking,TRUE,6/28/2017 23:50,12.98740741,kwikset_988_door_lock_device,Man Door
102,locking,TRUE,6/28/2017 23:50,12.98743056,door_lock_device,Front Door
135,locking,FALSE,6/28/2017 23:50,12.98756944,door_lock_device,Back Door
275,locking,FALSE,6/28/2017 23:50,12.98756944,kwikset_988_door_lock_device,Man Door
102,locking,FALSE,6/28/2017 23:50,12.98758102,door_lock_device,Front Door
31,open,TRUE,6/29/2017 5:44,13.23291667,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 5:44,13.23296296,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 6:48,13.27740741,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 6:48,13.27747685,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 7:39,13.31280093,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 7:39,13.3128588,wireless_sensor,Interior Garage Door
102,locked,FALSE,6/29/2017 7:56,13.32506944,door_lock_device,Front Door
32,open,TRUE,6/29/2017 7:56,13.32511574,wireless_sensor,Front Door
32,open,FALSE,6/29/2017 7:57,13.32525463,wireless_sensor,Front Door
102,locked,TRUE,6/29/2017 7:57,13.32527778,door_lock_device,Front Door
31,open,TRUE,6/29/2017 8:05,13.33077546,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 8:05,13.33081019,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 8:12,13.33612269,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 8:12,13.33616898,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 8:18,13.33991898,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 8:18,13.34003472,wireless_sensor,Interior Garage Door
102,locked,FALSE,6/29/2017 9:04,13.37172454,door_lock_device,Front Door
32,open,TRUE,6/29/2017 9:04,13.37174769,wireless_sensor,Front Door
32,open,FALSE,6/29/2017 9:04,13.37180556,wireless_sensor,Front Door
31,open,TRUE,6/29/2017 9:05,13.37262731,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 9:05,13.37263889,wireless_sensor,Interior Garage Door
102,locked,TRUE,6/29/2017 9:08,13.37515046,door_lock_device,Front Door
31,open,TRUE,6/29/2017 9:16,13.38009259,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 9:16,13.38018519,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 9:16,13.38046296,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 9:23,13.38519676,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 9:23,13.38520833,wireless_sensor,Interior Garage Door
