time,precipitation_sum (inch),rain_sum (inch),snowfall_sum (inch),precipitation_hours (h),temperature_2m_mean (°F),temperature_2m_max (°F),temperature_2m_min (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),wind_speed_10m_max (mp/h),cloud_cover_mean (%),dew_point_2m_mean (°F),snowfall_water_equivalent_sum (inch),pressure_msl_mean (hPa),relative_humidity_2m_mean (%),wind_direction_10m_dominant (°),wind_speed_10m_mean (mp/h),visibility_mean (undefined),soil_temperature_0_to_7cm_mean (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),weather_code (wmo code)
2011-01-04,0.000,0.000,0.000,0.0,16.2,22.0,10.9,15.2,3.2,4.1,30,10.2,0.000,1031.4,78,199,2.4,NaN,41.1,9.0,2011-01-04T08:52,2011-01-04T18:13,3
2011-01-05,0.000,0.000,0.000,0.0,19.7,26.2,15.4,19.0,6.7,6.1,42,10.2,0.000,1035.0,67,212,2.4,NaN,40.9,12.6,2011-01-05T08:52,2011-01-05T18:14,3
2011-01-06,0.000,0.000,0.000,0.0,19.6,26.4,12.5,19.8,5.3,3.1,33,12.2,0.000,1036.8,73,248,2.0,NaN,40.8,12.8,2011-01-06T08:51,2011-01-06T18:15,2
2011-01-07,0.000,0.000,0.000,0.0,20.3,24.3,15.4,17.7,8.4,2.9,40,15.2,0.000,1029.4,81,252,2.1,NaN,40.8,13.7,2011-01-07T08:51,2011-01-07T18:16,3
2011-01-08,0.031,0.000,0.248,4.0,22.0,26.5,17.5,20.3,10.5,3.5,92,18.5,0.035,1019.2,86,261,2.4,NaN,40.9,15.6,2011-01-08T08:51,2011-01-08T18:17,73
2011-01-09,0.110,0.000,0.827,6.0,21.5,24.2,15.5,17.3,8.6,5.8,36,18.2,0.118,1020.4,87,295,3.6,NaN,41.3,14.5,2011-01-09T08:51,2011-01-09T18:18,73
2011-01-10,0.000,0.000,0.000,0.0,14.5,20.9,9.7,13.3,1.9,6.8,36,8.2,0.000,1030.2,77,179,3.8,NaN,41.1,6.7,2011-01-10T08:51,2011-01-10T18:19,3
2011-01-11,0.000,0.000,0.000,0.0,12.5,22.9,2.2,15.5,-6.2,6.7,72,2.6,0.000,1036.1,66,184,3.7,NaN,40.7,4.3,2011-01-11T08:51,2011-01-11T18:20,3
2011-01-12,0.000,0.000,0.000,0.0,18.7,28.7,8.8,22.4,0.9,5.7,76,10.4,0.000,1036.2,71,211,2.9,NaN,40.5,11.4,2011-01-12T08:50,2011-01-12T18:21,3
2011-01-13,0.087,0.000,0.606,4.0,28.4,36.3,20.8,30.0,13.4,5.7,77,20.7,0.087,1031.9,74,216,3.2,NaN,40.8,21.8,2011-01-13T08:50,2011-01-13T18:22,73
2011-01-14,0.028,0.000,0.193,2.0,33.2,36.2,30.5,31.4,25.5,3.6,92,29.5,0.028,1032.9,86,240,1.9,NaN,41.3,28.3,2011-01-14T08:50,2011-01-14T18:23,73
2011-01-15,0.000,0.000,0.000,0.0,31.5,37.6,24.7,32.3,18.7,4.8,95,26.3,0.000,1030.7,82,202,2.8,NaN,41.7,25.7,2011-01-15T08:49,2011-01-15T18:24,3
2011-01-16,0.122,0.122,0.000,12.0,34.9,37.3,31.2,31.3,24.1,6.5,98,30.7,0.000,1020.6,85,173,5.3,NaN,42.0,28.7,2011-01-16T08:49,2011-01-16T18:25,53
2011-01-17,0.299,0.299,0.000,16.0,39.4,44.9,35.3,40.8,27.6,8.3,59,34.5,0.000,1015.9,82,231,6.1,NaN,42.4,33.5,2011-01-17T08:48,2011-01-17T18:26,55
2011-01-18,0.000,0.000,0.000,0.0,35.0,40.0,29.0,34.3,22.7,8.9,75,29.2,0.000,1019.5,79,182,4.9,NaN,42.4,28.7,2011-01-18T08:48,2011-01-18T18:28,3
2011-01-19,0.102,0.071,0.220,9.0,32.8,37.0,28.2,31.4,20.7,11.1,50,28.4,0.031,1018.4,84,297,6.5,NaN,42.6,25.7,2011-01-19T08:47,2011-01-19T18:29,71
2011-01-20,0.000,0.000,0.000,0.0,26.4,31.4,21.1,24.9,14.5,5.8,22,20.7,0.000,1031.6,80,206,3.6,NaN,42.3,19.6,2011-01-20T08:47,2011-01-20T18:30,2
2011-01-21,0.000,0.000,0.000,0.0,29.7,36.9,24.2,31.1,16.5,7.3,52,18.9,0.000,1025.6,64,163,3.7,NaN,41.9,22.8,2011-01-21T08:46,2011-01-21T18:31,3
2011-01-22,0.012,0.000,0.165,3.0,32.8,35.2,29.0,28.6,22.5,10.3,47,27.3,0.024,1020.4,80,280,6.5,NaN,42.0,25.6,2011-01-22T08:46,2011-01-22T18:32,71
2011-01-23,0.000,0.000,0.000,0.0,27.0,34.2,20.8,28.0,13.1,7.1,24,20.8,0.000,1027.4,77,174,4.2,NaN,41.8,20.0,2011-01-23T08:45,2011-01-23T18:33,3
2011-01-24,0.000,0.000,0.000,0.0,29.3,34.3,22.4,28.7,15.3,5.3,42,19.2,0.000,1026.8,66,186,2.7,NaN,41.4,22.8,2011-01-24T08:44,2011-01-24T18:35,3
2011-01-25,0.039,0.012,0.220,3.0,30.6,34.3,27.1,29.1,19.6,5.4,68,23.8,0.031,1026.6,76,189,3.6,NaN,41.4,24.1,2011-01-25T08:43,2011-01-25T18:36,73
2011-01-26,0.000,0.000,0.000,0.0,27.7,33.0,22.7,28.2,16.6,3.9,43,24.5,0.000,1033.3,88,260,1.7,NaN,41.5,22.1,2011-01-26T08:43,2011-01-26T18:37,3
2011-01-27,0.000,0.000,0.000,0.0,27.6,33.5,21.7,28.1,14.9,3.3,41,23.8,0.000,1034.1,86,240,2.4,NaN,41.3,21.7,2011-01-27T08:42,2011-01-27T18:38,3
2011-01-28,0.000,0.000,0.000,0.0,30.4,37.2,23.3,32.0,17.2,2.9,16,24.0,0.000,1027.1,77,278,1.5,NaN,41.2,24.8,2011-01-28T08:41,2011-01-28T18:39,2
2011-01-29,0.000,0.000,0.000,0.0,30.3,37.6,22.5,32.6,16.0,3.3,36,22.8,0.000,1021.0,74,281,1.8,NaN,41.1,24.5,2011-01-29T08:40,2011-01-29T18:41,3
2011-01-30,0.165,0.024,0.992,11.0,30.6,36.9,25.3,31.4,19.3,5.4,93,25.8,0.142,1015.9,83,280,2.9,NaN,41.1,24.7,2011-01-30T08:39,2011-01-30T18:42,73
2011-01-31,0.102,0.004,0.882,11.0,29.5,31.5,27.0,25.5,19.7,9.2,64,26.5,0.126,1021.0,89,294,5.4,NaN,41.3,22.6,2011-01-31T08:38,2011-01-31T18:43,73
2011-02-01,0.031,0.000,0.276,3.0,13.6,25.7,4.5,18.3,-5.0,14.2,25,2.2,0.039,1032.2,61,348,10.4,NaN,41.1,2.8,2011-02-01T08:37,2011-02-01T18:44,73
2011-02-02,0.000,0.000,0.000,0.0,8.6,15.2,1.1,6.6,-6.6,6.0,0,-5.5,0.000,1041.5,52,318,3.1,NaN,39.8,0.5,2011-02-02T08:36,2011-02-02T18:46,0
2011-02-03,0.000,0.000,0.000,0.0,13.8,20.2,6.2,12.2,-1.4,6.1,18,0.5,0.000,1041.7,56,284,2.4,NaN,38.8,6.1,2011-02-03T08:35,2011-02-03T18:47,2
2011-02-04,0.000,0.000,0.000,0.0,25.5,33.2,18.2,26.4,10.5,5.2,63,9.9,0.000,1033.6,52,193,2.4,NaN,38.7,18.4,2011-02-04T08:34,2011-02-04T18:48,3
2011-02-05,0.024,0.024,0.000,4.0,32.8,36.6,28.9,28.5,21.4,11.7,85,28.0,0.000,1020.8,82,267,6.8,NaN,39.4,25.6,2011-02-05T08:33,2011-02-05T18:49,51
2011-02-06,0.000,0.000,0.110,0.0,31.2,34.3,28.0,28.6,21.7,7.4,55,24.9,0.016,1027.1,78,267,4.2,NaN,39.9,24.7,2011-02-06T08:32,2011-02-06T18:51,71
2011-02-07,0.083,0.083,0.110,4.0,32.8,39.5,26.2,33.8,18.0,12.1,72,27.8,0.016,1018.4,82,203,7.8,NaN,40.2,25.1,2011-02-07T08:31,2011-02-07T18:52,71
2011-02-08,0.000,0.000,0.083,0.0,26.0,29.9,22.5,21.1,15.4,8.1,24,18.3,0.012,1021.1,74,331,5.9,NaN,40.3,18.1,2011-02-08T08:30,2011-02-08T18:53,71
2011-02-09,0.000,0.000,0.000,0.0,22.1,27.2,15.2,19.9,8.3,4.4,39,11.5,0.000,1031.2,65,13,2.3,NaN,39.6,15.2,2011-02-09T08:29,2011-02-09T18:54,3
2011-02-10,0.000,0.000,0.000,0.0,25.8,31.6,20.3,26.6,11.9,5.4,21,14.0,0.000,1029.0,61,158,3.1,NaN,39.2,18.7,2011-02-10T08:28,2011-02-10T18:56,2
2011-02-11,0.000,0.000,0.000,0.0,26.7,36.8,17.5,30.7,9.7,6.6,12,15.3,0.000,1031.0,63,155,3.8,NaN,38.9,19.4,2011-02-11T08:26,2011-02-11T18:57,3
2011-02-12,0.000,0.000,0.000,0.0,30.0,43.2,20.1,36.3,12.0,9.0,54,18.0,0.000,1028.9,62,159,6.3,NaN,39.1,21.9,2011-02-12T08:25,2011-02-12T18:58,3
2011-02-13,0.000,0.000,0.000,0.0,36.9,49.8,24.2,44.4,16.3,8.2,11,18.7,0.000,1020.0,49,162,5.3,NaN,39.2,29.4,2011-02-13T08:24,2011-02-13T18:59,3
2011-02-14,0.000,0.000,0.000,0.0,32.4,44.5,20.5,37.2,11.7,10.2,53,21.3,0.000,1014.5,66,159,7.7,NaN,39.2,24.1,2011-02-14T08:23,2011-02-14T19:00,3
2011-02-15,0.000,0.000,0.000,0.0,35.9,46.1,26.0,37.9,16.8,11.0,39,21.9,0.000,1012.3,57,157,9.5,NaN,39.3,26.9,2011-02-15T08:21,2011-02-15T19:02,3
2011-02-16,0.197,0.091,0.744,5.0,36.9,47.2,30.1,36.6,20.6,18.0,50,25.2,0.106,1001.6,64,172,11.4,NaN,39.2,27.5,2011-02-16T08:20,2011-02-16T19:03,73
2011-02-17,0.016,0.000,0.138,2.0,28.9,35.0,22.4,27.7,12.9,9.4,32,21.2,0.020,1014.1,73,166,6.6,NaN,39.3,21.0,2011-02-17T08:19,2011-02-17T19:04,71
2011-02-18,0.000,0.000,0.000,0.0,29.6,42.6,20.6,34.6,11.5,9.7,47,18.8,0.000,1011.7,64,152,8.2,NaN,38.9,20.8,2011-02-18T08:17,2011-02-18T19:05,3
2011-02-19,0.224,0.114,0.799,13.0,30.0,37.1,22.1,31.4,13.8,8.2,91,26.2,0.114,1005.3,85,148,6.0,NaN,38.9,22.9,2011-02-19T08:16,2011-02-19T19:06,73
2011-02-20,0.157,0.031,0.992,14.0,30.0,32.1,27.3,27.0,20.4,7.2,89,26.3,0.142,1011.4,86,195,4.5,NaN,39.3,23.5,2011-02-20T08:14,2011-02-20T19:08,73
2011-02-21,0.000,0.000,0.000,0.0,28.4,34.6,23.8,29.2,15.3,6.7,39,21.2,0.000,1016.9,75,155,4.2,NaN,39.2,21.7,2011-02-21T08:13,2011-02-21T19:09,3
2011-02-22,0.000,0.000,0.000,0.0,28.2,37.3,19.5,29.8,10.6,9.0,36,17.2,0.000,1013.9,63,175,6.4,NaN,38.8,20.0,2011-02-22T08:12,2011-02-22T19:10,2
2011-02-23,0.000,0.000,0.000,0.0,30.5,34.4,24.3,30.4,17.9,5.9,51,20.6,0.000,1016.2,67,15,2.3,NaN,38.7,24.5,2011-02-23T08:10,2011-02-23T19:11,3
2011-02-24,0.016,0.008,0.110,3.0,30.7,36.3,24.1,30.8,17.1,5.0,75,23.8,0.016,1013.0,76,179,3.6,NaN,38.6,24.2,2011-02-24T08:09,2011-02-24T19:12,71
2011-02-25,0.102,0.016,0.661,10.0,33.2,39.5,28.0,29.7,20.7,14.7,83,27.5,0.094,1007.1,80,165,7.1,NaN,38.9,25.8,2011-02-25T08:07,2011-02-25T19:13,73
2011-02-26,0.307,0.008,2.177,8.0,28.8,31.8,24.1,25.5,17.6,7.6,75,25.5,0.311,1009.1,87,313,5.2,NaN,39.2,22.0,2011-02-26T08:06,2011-02-26T19:15,75
2011-02-27,0.000,0.000,0.000,0.0,23.7,29.6,19.1,22.4,11.5,7.8,20,14.7,0.000,1015.3,72,272,4.2,NaN,39.0,16.5,2011-02-27T08:04,2011-02-27T19:16,3
2011-02-28,0.000,0.000,0.000,0.0,27.5,38.2,17.3,30.4,8.0,8.1,46,12.7,0.000,1021.5,54,166,6.9,NaN,38.4,18.7,2011-02-28T08:03,2011-02-28T19:17,3
2011-03-01,0.000,0.000,0.000,0.0,33.0,43.1,20.9,38.3,12.7,7.3,10,16.8,0.000,1021.5,52,178,3.9,NaN,38.1,26.1,2011-03-01T08:01,2011-03-01T19:18,3
2011-03-02,0.031,0.031,0.000,3.0,32.6,42.5,22.4,34.7,14.1,8.6,79,22.1,0.000,1015.9,66,161,6.9,NaN,38.1,24.6,2011-03-02T08:00,2011-03-02T19:19,51
2011-03-03,0.236,0.232,0.028,17.0,37.4,42.0,31.6,37.5,24.9,6.9,61,30.3,0.004,1018.1,76,181,3.7,NaN,38.5,31.8,2011-03-03T07:58,2011-03-03T19:20,71
2011-03-04,0.008,0.008,0.000,1.0,35.5,41.6,29.9,37.4,23.7,6.0,49,25.2,0.000,1026.8,69,154,2.9,NaN,38.6,29.9,2011-03-04T07:57,2011-03-04T19:21,51
2011-03-05,0.000,0.000,0.000,0.0,35.5,44.1,27.3,36.2,18.9,9.8,99,22.0,0.000,1021.2,59,161,6.7,NaN,38.6,27.6,2011-03-05T07:55,2011-03-05T19:23,3
2011-03-06,0.193,0.138,0.413,15.0,35.8,39.8,33.4,33.0,26.3,5.3,100,28.9,0.059,1011.9,77,152,4.0,NaN,38.7,29.9,2011-03-06T07:54,2011-03-06T19:24,73
2011-03-07,0.531,0.150,2.673,15.0,34.5,40.4,29.1,36.0,21.5,13.7,96,32.9,0.382,1005.2,94,292,4.6,NaN,38.8,28.8,2011-03-07T07:52,2011-03-07T19:25,75
2011-03-08,0.031,0.000,0.248,4.0,30.1,33.5,26.7,29.8,19.4,10.8,49,22.5,0.035,1021.3,73,215,5.6,NaN,39.0,23.2,2011-03-08T07:50,2011-03-08T19:26,73
2011-03-09,0.000,0.000,0.000,0.0,34.9,41.7,28.8,35.9,21.5,8.8,74,27.0,0.000,1027.0,73,155,6.5,NaN,39.1,27.9,2011-03-09T07:49,2011-03-09T19:27,3
2011-03-10,0.000,0.000,0.000,0.0,38.5,48.6,27.8,41.5,19.0,11.8,36,26.3,0.000,1017.7,62,159,9.5,NaN,39.0,30.2,2011-03-10T07:47,2011-03-10T19:28,3
2011-03-11,0.035,0.035,0.000,4.0,41.7,48.1,36.5,41.2,31.6,8.8,63,32.1,0.000,1017.9,69,336,4.0,NaN,39.0,36.6,2011-03-11T07:45,2011-03-11T19:29,51
2011-03-12,0.075,0.075,0.000,10.0,38.3,43.9,31.6,40.5,26.2,5.4,61,30.7,0.000,1017.0,74,257,3.1,NaN,38.7,33.1,2011-03-12T07:44,2011-03-12T19:30,53
2011-03-13,0.000,0.000,0.000,0.0,39.0,45.2,32.2,41.4,25.6,8.9,39,28.9,0.000,1022.0,68,158,5.9,NaN,38.3,32.6,2011-03-13T07:42,2011-03-13T19:31,3
2011-03-14,0.075,0.075,0.000,5.0,40.9,47.9,32.8,43.5,24.0,8.8,76,29.1,0.000,1020.1,63,157,4.6,NaN,38.8,34.8,2011-03-14T07:40,2011-03-14T19:33,53
2011-03-15,0.000,0.000,0.000,0.0,39.9,51.4,30.5,48.0,23.4,8.9,71,31.2,0.000,1017.5,72,157,5.6,NaN,40.7,34.0,2011-03-15T07:39,2011-03-15T19:34,3
2011-03-16,0.169,0.169,0.000,6.0,44.1,57.4,37.4,52.6,29.8,10.2,96,33.4,0.000,1009.1,67,180,6.6,NaN,42.7,37.7,2011-03-16T07:37,2011-03-16T19:35,61
2011-03-17,0.000,0.000,0.000,0.0,37.2,42.0,28.7,36.1,21.2,5.6,73,24.7,0.000,1022.6,62,338,3.2,NaN,40.4,31.3,2011-03-17T07:35,2011-03-17T19:36,3
2011-03-18,0.000,0.000,0.000,0.0,37.5,51.4,23.7,44.8,15.7,9.4,65,24.5,0.000,1016.2,63,146,7.1,NaN,39.6,30.0,2011-03-18T07:34,2011-03-18T19:37,3
2011-03-19,0.130,0.059,0.496,11.0,39.6,47.8,35.2,38.1,28.4,12.7,84,26.4,0.071,1008.5,61,166,7.6,NaN,41.3,31.9,2011-03-19T07:32,2011-03-19T19:38,73
2011-03-20,0.055,0.020,0.248,3.0,40.7,49.4,29.8,41.0,21.9,13.7,88,29.3,0.035,1010.1,66,134,7.9,NaN,41.1,33.2,2011-03-20T07:31,2011-03-20T19:39,73
2011-03-21,0.031,0.031,0.000,4.0,40.4,49.5,32.9,40.2,26.3,16.7,93,29.1,0.000,1001.1,66,172,9.2,NaN,42.1,32.3,2011-03-21T07:29,2011-03-21T19:40,51
2011-03-22,0.047,0.024,0.220,6.0,37.0,41.7,33.1,36.8,26.2,8.8,65,25.3,0.031,1013.5,64,211,6.1,NaN,42.4,30.1,2011-03-22T07:27,2011-03-22T19:41,73
2011-03-23,0.000,0.000,0.000,0.0,39.1,49.8,27.0,43.4,19.7,8.7,32,22.8,0.000,1013.6,56,146,6.6,NaN,41.5,31.8,2011-03-23T07:26,2011-03-23T19:42,3
2011-03-24,0.110,0.071,0.276,9.0,38.7,45.7,33.8,39.4,26.3,8.8,81,31.1,0.039,1004.8,74,151,7.0,NaN,41.7,31.9,2011-03-24T07:24,2011-03-24T19:43,73
2011-03-25,0.091,0.024,0.469,7.0,36.9,41.2,32.4,34.5,24.0,8.7,67,24.5,0.067,1009.2,61,155,6.2,NaN,40.6,29.5,2011-03-25T07:22,2011-03-25T19:44,73
2011-03-26,0.075,0.067,0.055,6.0,37.0,48.1,26.7,40.5,18.7,10.5,73,24.9,0.008,1009.8,65,159,8.0,NaN,39.9,29.1,2011-03-26T07:21,2011-03-26T19:45,71
2011-03-27,0.185,0.177,0.055,16.0,38.7,43.1,34.5,38.2,28.2,7.6,74,32.1,0.008,1009.9,78,195,4.2,NaN,43.2,33.4,2011-03-27T07:19,2011-03-27T19:46,71
2011-03-28,0.205,0.130,0.524,10.0,36.7,39.1,33.9,33.1,27.6,11.6,54,27.9,0.075,1016.4,72,298,6.8,NaN,41.1,29.7,2011-03-28T07:17,2011-03-28T19:47,73
2011-03-29,0.000,0.000,0.000,0.0,36.2,43.6,25.4,37.4,18.6,6.7,80,24.7,0.000,1022.9,66,137,3.4,NaN,39.7,30.0,2011-03-29T07:16,2011-03-29T19:49,3
2011-03-30,0.000,0.000,0.000,0.0,42.1,47.2,37.9,42.3,32.2,5.4,94,34.0,0.000,1021.2,73,185,3.8,NaN,41.4,37.0,2011-03-30T07:14,2011-03-30T19:50,3
2011-03-31,0.000,0.000,0.000,0.0,51.4,58.4,45.5,54.4,40.6,8.0,17,34.6,0.000,1018.5,54,279,4.5,NaN,46.0,46.8,2011-03-31T07:12,2011-03-31T19:51,3
2011-04-01,0.000,0.000,0.000,0.0,54.0,63.4,44.4,61.0,38.8,9.0,48,32.8,0.000,1013.6,45,149,3.6,NaN,48.2,49.5,2011-04-01T07:11,2011-04-01T19:52,3
2011-04-02,0.295,0.291,0.028,5.0,53.0,66.4,39.7,60.1,33.3,13.0,84,36.0,0.004,1002.5,56,188,9.8,NaN,49.3,45.9,2011-04-02T07:09,2011-04-02T19:53,71
2011-04-03,0.335,0.157,1.240,11.0,36.1,37.9,33.4,32.1,23.5,14.6,56,24.6,0.177,1018.8,65,323,7.9,NaN,45.9,28.6,2011-04-03T07:07,2011-04-03T19:54,73
2011-04-04,0.000,0.000,0.000,0.0,36.0,44.0,27.0,36.3,19.1,9.6,68,24.4,0.000,1025.9,65,170,7.8,NaN,43.3,28.4,2011-04-04T07:06,2011-04-04T19:55,3
2011-04-05,0.220,0.220,0.000,6.0,45.4,59.0,37.3,53.3,29.1,16.6,84,32.2,0.000,1012.4,62,175,8.9,NaN,45.7,38.0,2011-04-05T07:04,2011-04-05T19:56,61
2011-04-06,0.035,0.035,0.000,4.0,43.6,51.3,37.7,45.2,32.5,13.2,60,32.4,0.000,1012.6,67,177,7.2,NaN,47.6,37.4,2011-04-06T07:03,2011-04-06T19:57,51
2011-04-07,0.713,0.449,1.846,13.0,41.7,50.1,34.7,42.6,29.8,11.2,84,32.7,0.264,1001.0,73,195,7.6,NaN,45.0,34.8,2011-04-07T07:01,2011-04-07T19:58,75
2011-04-08,0.335,0.161,1.213,22.0,35.7,38.6,33.7,33.6,28.1,9.7,98,33.3,0.173,1005.2,91,173,4.6,NaN,43.7,30.1,2011-04-08T06:59,2011-04-08T19:59,73
2011-04-09,0.311,0.075,1.654,19.0,34.5,37.5,31.5,33.1,25.0,7.4,98,31.2,0.236,1009.0,88,263,4.4,NaN,42.0,28.7,2011-04-09T06:58,2011-04-09T20:00,73
2011-04-10,0.067,0.012,0.413,8.0,35.6,43.7,30.7,37.6,23.4,8.5,65,29.0,0.059,1020.3,78,241,6.2,NaN,42.8,29.2,2011-04-10T06:56,2011-04-10T20:01,73
2011-04-11,0.000,0.000,0.000,0.0,40.6,52.6,31.8,46.3,24.4,8.4,47,30.4,0.000,1021.6,68,159,6.6,NaN,45.4,34.5,2011-04-11T06:55,2011-04-11T20:02,3
2011-04-12,0.024,0.024,0.000,3.0,45.1,51.5,38.2,48.6,33.2,5.9,74,37.0,0.000,1014.8,75,93,3.1,NaN,47.6,41.0,2011-04-12T06:53,2011-04-12T20:03,51
2011-04-13,0.362,0.358,0.028,8.0,44.8,59.3,34.2,52.4,28.0,14.1,71,35.4,0.004,1010.1,75,172,8.5,NaN,47.8,38.4,2011-04-13T06:52,2011-04-13T20:04,71
2011-04-14,0.063,0.063,0.000,8.0,39.8,43.6,34.7,38.3,25.2,12.7,35,26.8,0.000,1023.6,62,308,8.4,NaN,47.2,32.5,2011-04-14T06:50,2011-04-14T20:05,51
2011-04-15,0.000,0.000,0.000,0.0,44.4,53.5,33.0,49.9,26.1,7.6,30,30.0,0.000,1022.4,60,158,6.0,NaN,47.5,38.6,2011-04-15T06:49,2011-04-15T20:06,3
2011-04-16,0.008,0.008,0.000,2.0,52.3,58.2,47.4,54.1,42.6,7.6,54,38.9,0.000,1014.7,61,210,4.7,NaN,51.7,48.1,2011-04-16T06:47,2011-04-16T20:07,51
2011-04-17,0.079,0.079,0.000,10.0,52.2,59.0,45.3,55.8,39.2,8.2,80,42.8,0.000,1007.3,71,130,4.6,NaN,51.9,48.6,2011-04-17T06:45,2011-04-17T20:08,51
2011-04-18,0.524,0.524,0.000,21.0,48.3,50.7,45.0,48.6,40.5,8.8,93,44.6,0.000,1005.5,87,341,4.5,NaN,49.9,45.1,2011-04-18T06:44,2011-04-18T20:09,61
2011-04-19,0.252,0.252,0.000,7.0,43.5,45.9,40.3,41.3,32.8,10.5,64,31.9,0.000,1014.6,65,342,6.2,NaN,49.3,37.4,2011-04-19T06:42,2011-04-19T20:11,61
2011-04-20,0.142,0.142,0.000,8.0,46.8,55.3,39.4,52.1,35.1,6.3,92,38.2,0.000,1012.6,73,123,3.6,NaN,48.0,42.6,2011-04-20T06:41,2011-04-20T20:12,61
2011-04-21,0.299,0.299,0.000,11.0,46.3,54.1,40.8,49.3,34.7,15.6,73,38.4,0.000,1008.6,75,250,8.7,NaN,48.9,40.1,2011-04-21T06:39,2011-04-21T20:13,63
2011-04-22,0.016,0.016,0.000,1.0,39.6,43.7,33.7,39.4,25.3,9.5,41,22.9,0.000,1019.0,52,327,6.6,NaN,47.1,32.6,2011-04-22T06:38,2011-04-22T20:14,51
2011-04-23,0.000,0.000,0.000,0.0,42.2,47.8,34.7,43.0,29.8,3.8,88,29.8,0.000,1013.5,64,75,2.6,NaN,47.0,37.0,2011-04-23T06:37,2011-04-23T20:15,3
2011-04-24,0.075,0.075,0.000,6.0,44.7,52.2,35.7,49.6,30.5,4.9,85,35.2,0.000,1009.7,72,146,3.1,NaN,49.6,40.5,2011-04-24T06:35,2011-04-24T20:16,53
2011-04-25,0.311,0.311,0.000,17.0,46.0,53.5,41.6,49.8,36.1,9.7,60,36.9,0.000,1010.5,72,252,6.2,NaN,51.5,41.0,2011-04-25T06:34,2011-04-25T20:17,55
2011-04-26,0.146,0.130,0.110,11.0,40.2,44.1,36.8,36.1,26.4,16.1,59,28.9,0.016,1014.8,66,311,11.8,NaN,48.7,31.5,2011-04-26T06:32,2011-04-26T20:18,71
2011-04-27,0.000,0.000,0.000,0.0,42.5,48.2,35.4,44.8,29.5,9.3,27,26.2,0.000,1021.6,54,198,4.8,NaN,47.9,36.6,2011-04-27T06:31,2011-04-27T20:19,2
2011-04-28,0.028,0.028,0.000,4.0,50.0,62.8,36.5,56.2,28.4,13.0,50,32.4,0.000,1011.0,54,164,9.2,NaN,50.1,42.8,2011-04-28T06:30,2011-04-28T20:20,51
2011-04-29,0.220,0.201,0.138,22.0,40.0,48.0,36.3,39.0,28.2,15.4,81,31.0,0.020,1014.7,71,311,11.4,NaN,49.1,31.5,2011-04-29T06:28,2011-04-29T20:21,71
2011-04-30,0.024,0.012,0.083,6.0,38.8,44.4,33.2,38.4,25.6,9.6,40,25.2,0.012,1022.3,59,328,6.7,NaN,46.8,31.7,2011-04-30T06:27,2011-04-30T20:22,71
2011-05-01,0.000,0.000,0.000,0.0,41.4,49.1,30.6,45.3,25.2,8.7,27,28.5,0.000,1023.6,65,351,4.4,NaN,48.4,36.1,2011-05-01T06:26,2011-05-01T20:23,3
2011-05-02,0.000,0.000,0.000,0.0,46.1,56.0,32.7,53.2,26.3,9.1,41,30.2,0.000,1024.8,59,148,5.3,NaN,50.9,40.8,2011-05-02T06:25,2011-05-02T20:24,3
2011-05-03,0.114,0.114,0.000,5.0,49.9,57.0,44.8,54.3,37.1,10.5,72,35.1,0.000,1019.5,57,339,5.6,NaN,53.9,44.8,2011-05-03T06:23,2011-05-03T20:25,55
2011-05-04,0.000,0.000,0.000,0.0,46.2,51.1,38.8,48.3,31.1,10.4,1,28.1,0.000,1025.9,50,325,6.1,NaN,52.6,40.3,2011-05-04T06:22,2011-05-04T20:26,1
2011-05-05,0.000,0.000,0.000,0.0,51.6,66.7,35.8,63.9,29.8,6.9,18,35.8,0.000,1019.1,61,149,5.0,NaN,55.0,47.4,2011-05-05T06:21,2011-05-05T20:27,3
2011-05-06,0.000,0.000,0.000,0.0,57.0,66.8,44.9,65.7,40.8,6.3,82,41.6,0.000,1009.5,60,151,4.5,NaN,59.4,54.0,2011-05-06T06:20,2011-05-06T20:28,3
2011-05-07,0.008,0.008,0.000,1.0,58.7,69.0,47.4,69.9,43.3,7.4,85,45.6,0.000,1003.9,65,54,4.0,NaN,61.6,56.7,2011-05-07T06:19,2011-05-07T20:29,51
2011-05-08,0.642,0.642,0.000,17.0,50.9,56.6,45.9,51.7,42.9,9.4,91,45.0,0.000,1002.2,81,338,5.8,NaN,56.5,47.2,2011-05-08T06:17,2011-05-08T20:30,61
2011-05-09,0.862,0.819,0.303,24.0,42.1,45.7,38.6,42.6,31.0,11.1,98,38.0,0.043,1005.1,86,302,6.8,NaN,50.2,36.5,2011-05-09T06:16,2011-05-09T20:31,73
2011-05-10,0.098,0.098,0.000,12.0,44.8,48.4,40.9,44.7,35.8,6.6,91,38.8,0.000,1009.1,80,287,4.6,NaN,51.5,40.2,2011-05-10T06:15,2011-05-10T20:32,51
2011-05-11,0.000,0.000,0.000,0.0,49.4,54.9,41.2,53.0,37.6,7.6,44,41.8,0.000,1012.0,77,343,4.5,NaN,54.8,46.0,2011-05-11T06:14,2011-05-11T20:33,3
2011-05-12,0.000,0.000,0.000,0.0,54.4,66.0,39.9,66.8,34.6,6.5,5,41.2,0.000,1017.2,65,141,5.0,NaN,57.9,51.1,2011-05-12T06:13,2011-05-12T20:34,1
