STATION,MON.DAY,YEAR,SNOW,SNWD,TMAX,TMIN,TOBS
USC00427064,2-19,1997,0,0,55,26,53
USC00427064,2-20,1997,0,0,54,33,40
USC00427064,2-21,1997,0,0,41,21,39
USC00427064,2-22,1997,0,0,39,21,37
USC00427064,2-23,1997,0,0,39,26,38
USC00427064,2-24,1997,0,0,42,21,39
USC00427064,2-25,1997,0,0,42,19,40
USC00427064,2-26,1997,0,0,43,23,34
USC00427064,2-27,1997,8,7,34,32,33
USC00427064,2-28,1997,2,5,34,27,32
USC00427064,3-1,1997,0,3,37,17,36
USC00427064,3-2,1997,0,2,51,30,49
USC00427064,3-3,1997,3,2,49,25,33
USC00427064,3-4,1997,0,0,37,21,32
USC00427064,3-5,1997,0,0,46,18,46
USC00427064,3-6,1997,0,0,59,28,58
USC00427064,3-7,1997,0,0,58,27,56
USC00427064,3-8,1997,0,0,56,36,48
USC00427064,3-9,1997,0,0,56,27,56
USC00427064,3-10,1997,0,0,66,30,65
USC00427064,3-11,1997,0,0,72,36,70
USC00427064,3-12,1997,0,0,70,41,67
USC00427064,3-13,1997,0,0,67,35,48
USC00427064,3-14,1997,0,0,54,28,53
USC00427064,3-15,1997,0,0,65,35,64
USC00427064,3-16,1997,0,0,69,49,64
USC00427064,3-17,1997,0,0,64,46,57
USC00427064,3-18,1997,0,0,66,34,65
USC00427064,3-19,1997,0,0,72,37,72
USC00427064,3-20,1997,0,0,77,39,76
USC00427064,3-21,1997,0,0,76,42,63
USC00427064,3-22,1997,0,0,67,39,66
USC00427064,3-23,1997,0,0,68,39,67
USC00427064,3-24,1997,0,0,67,35,47
USC00427064,3-25,1997,0,0,56,29,55
USC00427064,3-26,1997,0,0,72,31,70
USC00427064,3-27,1997,0,0,70,45,52
USC00427064,3-28,1997,0,0,54,33,45
USC00427064,3-29,1997,0,0,53,28,50
USC00427064,3-30,1997,0,0,72,30,70
USC00427064,3-31,1997,1,1,70,33,33
USC00427064,4-1,1997,0,0,42,26,40
USC00427064,4-2,1997,0,0,51,29,48
USC00427064,4-3,1997,0,0,64,38,61
USC00427064,4-4,1997,0,0,61,40,46
USC00427064,4-5,1997,3,0,46,25,33
USC00427064,4-6,1997,0,0,48,24,47
USC00427064,4-7,1997,0,0,59,31,58
USC00427064,4-8,1997,0,0,60,33,50
USC00427064,4-9,1997,0,0,50,38,44
USC00427064,4-10,1997,0,0,45,32,43
USC00427064,4-11,1997,0,0,48,27,46
USC00427064,4-12,1997,0,0,47,27,46
USC00427064,4-13,1997,0,0,53,26,53
USC00427064,4-14,1997,0,0,62,40,61
USC00427064,4-15,1997,0,0,67,37,65
USC00427064,4-16,1997,0,0,74,38,73
USC00427064,4-17,1997,0,0,78,43,77
USC00427064,4-18,1997,0,0,79,46,77
USC00427064,4-19,1997,0,0,77,46,72
USC00427064,4-20,1997,0,0,74,46,73
USC00427064,4-21,1997,0,0,73,42,54
USC00427064,4-22,1997,0,0,61,45,49
USC00427064,4-23,1997,0,0,49,38,41
USC00427064,4-24,1997,0,0,54,33,53
USC00427064,4-25,1997,0,0,61,38,60
USC00427064,4-26,1997,0,0,67,39,65
USC00427064,4-27,1997,0,0,74,45,65
USC00427064,4-28,1997,0,0,67,47,56
USC00427064,4-29,1997,0,0,56,46,51
USC00427064,4-30,1997,0,0,63,39,62
USC00427064,5-1,1997,0,0,46,39,45
USC00427064,5-2,1997,0,0,55,33,53
USC00427064,5-3,1997,0,0,69,38,69
USC00427064,5-4,1997,0,0,77,43,74
USC00427064,5-5,1997,0,0,82,43,78
USC00427064,5-6,1997,0,0,78,47,76
USC00427064,5-7,1997,0,0,76,48,71
USC00427064,5-8,1997,0,0,74,41,73
USC00427064,5-9,1997,0,0,81,46,79
USC00427064,5-10,1997,0,0,81,47,80
USC00427064,5-11,1997,0,0,82,46,81
USC00427064,5-12,1997,0,0,81,51,79
USC00427064,5-13,1997,0,0,83,47,81
USC00427064,5-14,1997,0,0,86,50,85
USC00427064,5-15,1997,0,0,87,53,76
USC00427064,5-16,1997,0,0,87,53,83
USC00427064,5-17,1997,0,0,84,57,80
USC00427064,5-18,1997,0,0,82,53,77
USC00427064,5-19,1997,0,0,83,51,78
USC00427064,5-20,1997,0,0,78,54,68
USC00427064,5-21,1997,0,0,79,53,65
USC00427064,5-22,1997,0,0,80,50,73
USC00427064,5-23,1997,0,0,80,54,74
USC00427064,5-24,1997,0,0,74,46,51
USC00427064,5-25,1997,0,0,59,43,49
USC00427064,5-26,1997,0,0,64,40,64
USC00427064,5-27,1997,0,0,75,46,74
USC00427064,5-28,1997,0,0,76,53,73
USC00427064,5-29,1997,0,0,75,58,74
USC00427064,5-30,1997,0,0,84,54,82
USC00427064,5-31,1997,0,0,95,57,92
USC00427064,6-1,1997,0,0,92,62,78
USC00427064,6-2,1997,0,0,83,60,78
USC00427064,6-3,1997,0,0,90,57,90
USC00427064,6-4,1997,0,0,91,57,90
USC00427064,6-5,1997,0,0,92,60,77
USC00427064,6-6,1997,0,0,83,54,78
USC00427064,6-7,1997,0,0,78,58,76
USC00427064,6-8,1997,0,0,78,59,65
USC00427064,6-9,1997,0,0,72,58,71
USC00427064,6-10,1997,0,0,79,55,77
USC00427064,6-11,1997,0,0,83,49,82
USC00427064,6-12,1997,0,0,83,56,62
USC00427064,6-13,1997,0,0,74,52,70
USC00427064,6-14,1997,0,0,70,48,67
USC00427064,6-15,1997,0,0,74,50,67
USC00427064,6-16,1997,0,0,79,50,78
USC00427064,6-17,1997,0,0,85,55,83
USC00427064,6-18,1997,0,0,92,59,90
USC00427064,6-19,1997,0,0,94,59,91
USC00427064,6-20,1997,0,0,91,62,85
USC00427064,6-21,1997,0,0,92,58,91
USC00427064,6-22,1997,0,0,94,62,93
USC00427064,6-23,1997,0,0,94,56,85
USC00427064,6-24,1997,0,0,85,52,75
USC00427064,6-25,1997,0,0,85,50,84
USC00427064,6-26,1997,0,0,95,55,94
USC00427064,6-27,1997,0,0,95,55,89
USC00427064,6-28,1997,0,0,92,54,88
USC00427064,6-29,1997,0,0,90,52,86
USC00427064,6-30,1997,0,0,92,54,73
USC00427064,7-1,1997,0,0,74,49,73
USC00427064,7-2,1997,0,0,85,50,81
USC00427064,7-3,1997,0,0,83,50,79
USC00427064,7-4,1997,0,0,86,51,85
USC00427064,7-5,1997,0,0,96,55,95
USC00427064,7-6,1997,0,0,97,58,89
USC00427064,7-7,1997,0,0,92,56,91
USC00427064,7-8,1997,0,0,95,58,92
USC00427064,7-9,1997,0,0,97,58,97
USC00427064,7-10,1997,0,0,97,65,85
USC00427064,7-11,1997,0,0,85,62,74
USC00427064,7-12,1997,0,0,74,53,70
USC00427064,7-13,1997,0,0,83,48,81
USC00427064,7-14,1997,0,0,94,53,93
USC00427064,7-15,1997,0,0,101,54,99
USC00427064,7-16,1997,0,0,100,61,97
USC00427064,7-17,1997,0,0,98,63,92
USC00427064,7-18,1997,0,0,92,68,89
USC00427064,7-19,1997,0,0,92,61,91
USC00427064,7-20,1997,0,0,92,61,92
USC00427064,7-21,1997,0,0,94,61,91
USC00427064,7-22,1997,0,0,92,66,88
USC00427064,7-23,1997,0,0,88,65,82
USC00427064,7-24,1997,0,0,90,59,90
USC00427064,7-25,1997,0,0,92,62,91
USC00427064,7-26,1997,0,0,96,58,96
USC00427064,7-27,1997,0,0,96,62,92
USC00427064,7-28,1997,0,0,92,63,65
USC00427064,7-29,1997,0,0,87,58,85
USC00427064,7-30,1997,0,0,85,62,81
USC00427064,7-31,1997,0,0,89,57,87
USC00427064,8-1,1997,0,,94,60,91
USC00427064,8-2,1997,0,0,97,63,96
USC00427064,8-3,1997,0,0,97,64,82
USC00427064,8-4,1997,0,0,82,65,72
USC00427064,8-5,1997,0,0,86,62,83
USC00427064,8-6,1997,0,0,86,62,84
USC00427064,8-7,1997,0,0,89,60,87
USC00427064,8-8,1997,0,0,97,61,97
USC00427064,8-9,1997,0,0,97,66,84
USC00427064,8-10,1997,0,0,84,60,83
USC00427064,8-11,1997,0,0,86,62,83
USC00427064,8-12,1997,0,0,83,58,80
USC00427064,8-13,1997,0,0,86,58,84
USC00427064,8-14,1997,0,0,88,56,87
USC00427064,8-15,1997,0,0,94,56,92
USC00427064,8-16,1997,0,0,92,69,87
USC00427064,8-17,1997,0,0,87,62,81
USC00427064,8-18,1997,0,0,89,60,87
USC00427064,8-19,1997,0,0,92,64,90
USC00427064,8-20,1997,0,0,92,59,84
USC00427064,8-21,1997,0,0,94,63,85
USC00427064,8-22,1997,0,0,94,62,92
USC00427064,8-23,1997,0,0,96,63,82
USC00427064,8-24,1997,0,0,95,64,93
USC00427064,8-25,1997,0,0,96,63,93
USC00427064,8-26,1997,0,0,96,65,93
USC00427064,8-27,1997,0,0,95,63,93
USC00427064,8-28,1997,0,0,95,63,90
USC00427064,8-29,1997,0,0,92,64,92
USC00427064,8-30,1997,0,0,93,55,86
USC00427064,8-31,1997,0,0,86,61,80
USC00427064,9-1,1997,0,0,91,59,85
USC00427064,9-2,1997,0,0,85,67,74
USC00427064,9-3,1997,0,0,74,63,71
USC00427064,9-4,1997,0,0,84,61,83
USC00427064,9-5,1997,0,0,89,56,89
USC00427064,9-6,1997,0,0,89,62,81
USC00427064,9-7,1997,0,0,84,61,79
USC00427064,9-8,1997,0,0,91,57,87
USC00427064,9-9,1997,0,0,89,59,88
USC00427064,9-10,1997,0,0,91,60,90
USC00427064,9-11,1997,0,0,91,60,86
USC00427064,9-12,1997,0,0,87,50,83
USC00427064,9-13,1997,0,0,86,59,76
USC00427064,9-14,1997,0,0,89,60,85
USC00427064,9-15,1997,0,0,85,62,63
USC00427064,9-16,1997,0,0,73,48,73
USC00427064,9-17,1997,0,0,85,50,82
USC00427064,9-18,1997,0,0,82,56,58
USC00427064,9-19,1997,0,0,66,51,63
USC00427064,9-20,1997,0,0,63,53,59
USC00427064,9-21,1997,0,0,67,47,64
USC00427064,9-22,1997,0,0,68,52,66
USC00427064,9-23,1997,0,0,74,47,73
USC00427064,9-24,1997,0,0,78,49,78
USC00427064,9-25,1997,0,0,78,51,72
USC00427064,9-26,1997,0,0,73,57,70
USC00427064,9-27,1997,0,0,70,52,68
USC00427064,9-28,1997,0,0,69,41,68
USC00427064,9-29,1997,0,0,75,43,74
USC00427064,9-30,1997,0,0,82,46,82
USC00427064,10-1,1997,0,0,85,50,82
USC00427064,10-2,1997,0,0,82,59,73
USC00427064,10-3,1997,0,0,73,49,71
USC00427064,10-4,1997,0,0,82,46,80
USC00427064,10-5,1997,0,0,83,51,78
USC00427064,10-6,1997,0,0,81,46,80
USC00427064,10-7,1997,0,0,84,52,54
USC00427064,10-8,1997,0,0,58,40,55
USC00427064,10-9,1997,0,0,73,38,72
USC00427064,10-10,1997,0,0,78,44,77
USC00427064,10-11,1997,0,0,78,37,45
USC00427064,10-12,1997,1,1,46,33,40
USC00427064,10-13,1997,0,0,54,29,53
USC00427064,10-14,1997,0,0,61,33,60
USC00427064,10-15,1997,0,0,65,35,64
USC00427064,10-16,1997,0,0,70,36,68
USC00427064,10-17,1997,0,0,76,38,75
USC00427064,10-18,1997,0,0,76,39,73
USC00427064,10-19,1997,0,0,75,39,71
USC00427064,10-20,1997,0,0,71,40,68
USC00427064,10-21,1997,0,0,69,39,67
USC00427064,10-22,1997,0,0,68,36,65
USC00427064,10-23,1997,0,0,65,40,47
USC00427064,10-24,1997,3,0,47,32,38
USC00427064,10-25,1997,0,0,47,31,46
USC00427064,10-26,1997,0,0,51,27,48
USC00427064,10-27,1997,0,0,64,30,60
USC00427064,10-28,1997,0,0,62,32,58
USC00427064,10-29,1997,0,0,58,34,56
USC00427064,10-30,1997,0,0,66,39,59
USC00427064,10-31,1997,0,0,59,46,48
USC00427064,11-1,1997,0,0,55,33,51
USC00427064,11-2,1997,0,0,55,29,52
USC00427064,11-3,1997,0,0,55,30,49
USC00427064,11-4,1997,0,0,64,30,60
USC00427064,11-5,1997,0,0,65,35,60
USC00427064,11-6,1997,0,0,70,33,63
USC00427064,11-7,1997,0,0,63,38,59
USC00427064,11-8,1997,0,0,59,36,48
USC00427064,11-9,1997,0,0,49,41,47
USC00427064,11-10,1997,0,0,50,30,44
USC00427064,11-11,1997,0,0,50,38,47
USC00427064,11-12,1997,0,0,47,37,44
USC00427064,11-13,1997,0,0,48,36,43
USC00427064,11-14,1997,0,0,43,28,37
USC00427064,11-15,1997,0,0,42,20,39
USC00427064,11-16,1997,1,0,39,27,39
USC00427064,11-17,1997,0,0,48,26,43
USC00427064,11-18,1997,0,0,49,28,45
USC00427064,11-19,1997,0,0,58,38,54
USC00427064,11-20,1997,0,0,54,37,42
USC00427064,11-21,1997,0,0,43,34,39
USC00427064,11-22,1997,0,0,46,29,42
USC00427064,11-23,1997,0,0,58,31,57
USC00427064,11-24,1997,0,0,64,31,57
USC00427064,11-25,1997,0,0,57,40,51
USC00427064,11-26,1997,0,0,61,36,60
USC00427064,11-27,1997,0,0,60,37,39
USC00427064,11-28,1997,0,0,46,37,45
USC00427064,11-29,1997,0,0,50,28,44
USC00427064,11-30,1997,0,0,52,31,48
USC00427064,12-1,1997,0,0,48,34,37
USC00427064,12-2,1997,0,0,38,33,36
USC00427064,12-3,1997,0,0,42,26,42
USC00427064,12-4,1997,0,0,47,23,40
USC00427064,12-5,1997,0,0,41,22,37
USC00427064,12-6,1997,0,0,53,30,45
USC00427064,12-7,1997,0,0,45,37,45
USC00427064,12-8,1997,4,3,45,31,31
USC00427064,12-9,1997,4,6,31,27,28
USC00427064,12-10,1997,0,3,29,19,27
USC00427064,12-11,1997,0,3,28,12,26
USC00427064,12-12,1997,0,3,28,11,25
USC00427064,12-13,1997,0,3,30,12,24
USC00427064,12-14,1997,0,2,39,16,32
USC00427064,12-15,1997,0,2,44,30,33
USC00427064,12-16,1997,0,1,40,20,35
USC00427064,12-17,1997,0,1,44,23,40
USC00427064,12-18,1997,0,1,40,29,35
USC00427064,12-19,1997,0,0,35,26,30
USC00427064,12-20,1997,0,0,37,15,29
USC00427064,12-21,1997,2,2,29,22,26
USC00427064,12-22,1997,0,0,32,24,30
USC00427064,12-23,1997,0,0,31,20,28
USC00427064,12-24,1997,1,0,28,20,23
USC00427064,12-25,1997,0,0,29,12,25
USC00427064,12-26,1997,0,0,26,10,24
USC00427064,12-27,1997,0,0,28,9,26
USC00427064,12-28,1997,0,0,29,14,27
USC00427064,12-29,1997,0,0,38,26,37
USC00427064,12-30,1997,0,0,43,26,41
USC00427064,12-31,1997,0,0,44,22,38
USC00427064,1-1,1998,0,0,47,25,43
USC00427064,1-2,1998,0,0,52,35,47
USC00427064,1-3,1998,0,0,47,34,46
USC00427064,1-4,1998,0,0,49,35,47
USC00427064,1-5,1998,3,2,47,29,34
USC00427064,1-6,1998,0,1,34,17,31
USC00427064,1-7,1998,0,1,34,18,33
USC00427064,1-8,1998,0,0,45,25,42
USC00427064,1-9,1998,0,0,45,21,38
USC00427064,1-10,1998,0,0,40,33,40
USC00427064,1-11,1998,0,0,46,36,44
USC00427064,1-12,1998,0,0,44,31,39
USC00427064,1-13,1998,0,0,43,34,39
USC00427064,1-14,1998,0,0,44,25,41
USC00427064,1-15,1998,1,0,43,32,41
USC00427064,1-16,1998,0,0,45,30,42
USC00427064,1-17,1998,0,0,51,38,50
USC00427064,1-18,1998,0,0,58,28,52
USC00427064,1-19,1998,2,1,52,33,36
USC00427064,1-20,1998,1,1,37,29,35
USC00427064,1-21,1998,0,1,38,19,37
USC00427064,1-22,1998,0,1,37,20,36
USC00427064,1-23,1998,0,0,49,30,46
USC00427064,1-24,1998,0,0,49,31,47
USC00427064,1-25,1998,0,0,52,30,50
USC00427064,1-26,1998,0,0,58,26,56
USC00427064,1-27,1998,0,0,59,33,56
USC00427064,1-28,1998,0,0,56,27,52
USC00427064,1-29,1998,0,0,54,28,51
USC00427064,1-30,1998,0,0,51,34,37
USC00427064,1-31,1998,0,0,44,32,41
USC00427064,2-1,1998,0,0,50,24,47
USC00427064,2-2,1998,0,0,47,36,47
USC00427064,2-3,1998,0,0,56,37,54
USC00427064,2-4,1998,0,0,58,49,49
USC00427064,2-5,1998,0,0,49,38,42
USC00427064,2-6,1998,0,0,48,29,44
USC00427064,2-7,1998,0,0,48,35,45
USC00427064,2-8,1998,0,0,45,34,37
USC00427064,2-9,1998,0,0,38,30,38
USC00427064,2-10,1998,0,0,44,28,42
USC00427064,2-11,1998,2,2,42,28,35
USC00427064,2-12,1998,0,0,45,28,38
USC00427064,2-13,1998,0,0,48,34,46
USC00427064,2-14,1998,0,0,48,32,37
USC00427064,2-15,1998,0,0,43,35,37
USC00427064,2-16,1998,0,0,41,33,38
USC00427064,2-17,1998,0,0,44,28,41
USC00427064,2-18,1998,1,0,43,33,41
USC00427064,2-19,1998,0,0,46,25,42
USC00427064,2-20,1998,0,0,50,32,46
USC00427064,2-21,1998,0,0,53,35,50
USC00427064,2-22,1998,1,1,50,33,33
USC00427064,2-23,1998,0,0,37,32,37
USC00427064,2-24,1998,1,0,48,33,34
USC00427064,2-25,1998,3,1,34,26,32
USC00427064,2-26,1998,3,4,32,25,29
USC00427064,2-27,1998,2,4,33,20,31
USC00427064,2-28,1998,0,1,37,15,34
USC00427064,3-1,1998,0,0,43,28,41
USC00427064,3-2,1998,0,0,45,29,43
USC00427064,3-3,1998,0,0,54,37,51
USC00427064,3-4,1998,0.5,0,51,27,38
USC00427064,3-5,1998,0,0,47,24,45
USC00427064,3-6,1998,1,1,45,30,31
USC00427064,3-7,1998,0,0,34,20,32
USC00427064,3-8,1998,0,0,38,19,38
USC00427064,3-9,1998,0,0,45,26,42
USC00427064,3-10,1998,0,0,52,24,52
USC00427064,3-11,1998,0,0,57,28,57
USC00427064,3-12,1998,0,0,62,29,61
USC00427064,3-13,1998,0,0,67,33,64
USC00427064,3-14,1998,0,0,65,35,64
USC00427064,3-15,1998,0,0,64,34,58
USC00427064,3-16,1998,0,0,61,34,59
USC00427064,3-17,1998,0.5,1,59,31,32
USC00427064,3-18,1998,0,0,46,28,44
USC00427064,3-19,1998,0,0,52,26,47
USC00427064,3-20,1998,0,0,59,30,58
USC00427064,3-21,1998,0,0,65,33,63
USC00427064,3-22,1998,0,0,69,41,68
USC00427064,3-23,1998,0,0,74,43,73
USC00427064,3-24,1998,0,0,74,53,60
USC00427064,3-25,1998,0,0,73,51,70
USC00427064,3-26,1998,0,0,70,40,60
USC00427064,3-27,1998,0,0,60,40,45
USC00427064,3-28,1998,0.5,0,45,33,42
USC00427064,3-29,1998,0,0,42,31,36
USC00427064,3-30,1998,4,0,42,30,40
USC00427064,3-31,1998,0,0,54,30,53
USC00427064,4-1,1998,0,0,56,35,52
USC00427064,4-2,1998,0,0,52,34,50
USC00427064,4-3,1998,0,0,60,32,58
USC00427064,4-4,1998,0,0,58,39,45
USC00427064,4-5,1998,0,0,52,36,46
USC00427064,4-6,1998,0,0,50,38,49
USC00427064,4-7,1998,0,0,50,37,44
USC00427064,4-8,1998,0,0,49,33,45
USC00427064,4-9,1998,0,0,58,37,57
USC00427064,4-10,1998,0,0,69,37,68
USC00427064,4-11,1998,0,0,69,42,65
USC00427064,4-12,1998,0,0,66,35,36
USC00427064,4-13,1998,0,0,53,35,49
USC00427064,4-14,1998,0,0,51,36,37
USC00427064,4-15,1998,1,0,46,33,43
USC00427064,4-16,1998,0,0,51,34,49
USC00427064,4-17,1998,0,0,52,33,48
USC00427064,4-18,1998,0,0,53,32,55
USC00427064,4-19,1998,0,0,61,35,61
USC00427064,4-20,1998,0,0,64,37,63
USC00427064,4-21,1998,0,0,70,39,69
USC00427064,4-22,1998,0,0,79,41,76
USC00427064,4-23,1998,0,0,83,49,81
USC00427064,4-24,1998,0,0,82,46,62
USC00427064,4-25,1998,0,0,62,45,55
USC00427064,4-26,1998,0,0,61,41,60
USC00427064,4-27,1998,0,0,64,40,62
USC00427064,4-28,1998,0,0,71,41,70
USC00427064,4-29,1998,0,0,76,42,74
USC00427064,4-30,1998,0,0,78,43,77
USC00427064,5-1,1998,0,0,79,47,76
USC00427064,5-2,1998,0,0,79,48,77
USC00427064,5-3,1998,0,0,80,49,75
USC00427064,5-4,1998,0,0,78,54,56
USC00427064,5-5,1998,0,0,66,47,61
USC00427064,5-6,1998,0,0,63,46,59
USC00427064,5-7,1998,0,0,69,48,67
USC00427064,5-8,1998,0,0,69,52,60
USC00427064,5-9,1998,0,0,73,50,71
USC00427064,5-10,1998,0,0,74,51,65
USC00427064,5-11,1998,0,0,67,46,61
USC00427064,5-12,1998,0,0,69,45,63
USC00427064,5-13,1998,0,0,64,37,60
USC00427064,5-14,1998,0,0,63,40,61
USC00427064,5-15,1998,0,0,62,44,55
USC00427064,5-16,1998,0,0,77,42,74
USC00427064,5-17,1998,0,0,76,52,68
USC00427064,5-18,1998,0,0,75,44,73
USC00427064,5-19,1998,0,0,82,44,80
USC00427064,5-20,1998,0,0,85,56,80
USC00427064,5-21,1998,0,0,80,48,53
USC00427064,5-22,1998,0,0,57,44,57
USC00427064,5-23,1998,0,0,72,40,68
USC00427064,5-24,1998,0,0,73,53,70
USC00427064,5-25,1998,0,0,83,49,82
USC00427064,5-26,1998,0,0,83,54,59
USC00427064,5-27,1998,0,0,74,46,72
USC00427064,5-28,1998,0,0,81,46,78
USC00427064,5-29,1998,0,0,83,52,81
USC00427064,5-30,1998,0,0,82,49,70
USC00427064,5-31,1998,0,0,82,46,82
USC00427064,6-1,1998,0,0,83,51,81
USC00427064,6-2,1998,0,0,88,51,85
USC00427064,6-3,1998,0,0,87,53,78
USC00427064,6-4,1998,0,0,81,47,53
USC00427064,6-5,1998,0,0,68,46,65
USC00427064,6-6,1998,0,0,72,49,70
USC00427064,6-7,1998,0,0,70,41,53
USC00427064,6-8,1998,0,0,68,44,67
USC00427064,6-9,1998,0,0,67,49,55
USC00427064,6-10,1998,0,0,64,48,63
USC00427064,6-11,1998,0,0,75,45,66
USC00427064,6-12,1998,0,0,78,46,75
USC00427064,6-13,1998,0,0,78,46,60
USC00427064,6-14,1998,0,0,70,52,69
USC00427064,6-15,1998,0,0,76,46,75
USC00427064,6-16,1998,0,0,75,49,49
USC00427064,6-17,1998,0,0,51,37,50
USC00427064,6-18,1998,0,0,76,44,75
USC00427064,6-19,1998,0,0,88,51,87
USC00427064,6-20,1998,0,0,87,48,77
USC00427064,6-21,1998,0,0,84,52,82
USC00427064,6-22,1998,0,0,87,53,83
USC00427064,6-23,1998,0,0,88,53,82
USC00427064,6-24,1998,0,0,84,55,79
USC00427064,6-25,1998,0,0,90,54,81
USC00427064,6-26,1998,0,0,81,63,76
USC00427064,6-27,1998,0,0,80,53,75
USC00427064,6-28,1998,0,0,94,51,92
USC00427064,6-29,1998,0,0,92,58,91
USC00427064,6-30,1998,0,0,97,58,95
USC00427064,7-1,1998,0,0,97,58,96
USC00427064,7-2,1998,0,0,99,59,95
USC00427064,7-3,1998,0,0,97,59,94
USC00427064,7-4,1998,0,0,96,59,94
USC00427064,7-5,1998,0,0,95,59,81
USC00427064,7-6,1998,0,0,91,59,90
USC00427064,7-7,1998,0,0,91,65,87
USC00427064,7-8,1998,0,0,91,60,91
USC00427064,7-9,1998,0,0,96,60,95
USC00427064,7-10,1998,0,0,97,65,90
USC00427064,7-11,1998,0,0,99,65,98
USC00427064,7-12,1998,0,0,99,60,94
USC00427064,7-13,1998,0,0,98,63,98
USC00427064,7-14,1998,0,0,100,60,97
USC00427064,7-15,1998,0,0,101,61,100
USC00427064,7-16,1998,0,0,101,62,99
USC00427064,7-17,1998,0,0,101,59,99
USC00427064,7-18,1998,0,0,104,64,102
USC00427064,7-19,1998,0,0,103,65,101
USC00427064,7-20,1998,0,0,101,70,93
USC00427064,7-21,1998,0,0,93,67,91
USC00427064,7-22,1998,0,0,93,66,87
USC00427064,7-23,1998,0,0,92,68,88
USC00427064,7-24,1998,0,0,91,65,85
USC00427064,7-25,1998,0,0,85,65,81
USC00427064,7-26,1998,0,0,83,65,73
USC00427064,7-27,1998,0,0,90,66,88
USC00427064,7-28,1998,0,0,89,65,77
USC00427064,7-29,1998,0,0,90,61,80
USC00427064,7-30,1998,0,0,92,60,75
USC00427064,7-31,1998,0,0,93,63,91
USC00427064,8-1,1998,0,0,92,57,85
USC00427064,8-2,1998,0,0,86,57,85
USC00427064,8-3,1998,0,0,89,58,87
USC00427064,8-4,1998,0,0,89,63,87
USC00427064,8-5,1998,0,0,92,63,91
USC00427064,8-6,1998,0,0,96,61,95
USC00427064,8-7,1998,0,0,98,62,90
USC00427064,8-8,1998,0,0,93,66,90
USC00427064,8-9,1998,0,0,93,64,90
USC00427064,8-10,1998,0,0,94,65,83
USC00427064,8-11,1998,0,0,92,59,90
USC00427064,8-12,1998,0,0,92,60,91
USC00427064,8-13,1998,0,0,94,59,93
USC00427064,8-14,1998,0,0,95,60,94
USC00427064,8-15,1998,0,0,96,60,95
USC00427064,8-16,1998,0,0,96,65,91
USC00427064,8-17,1998,0,0,95,66,93
USC00427064,8-18,1998,0,0,94,66,77
USC00427064,8-19,1998,0,0,89,57,88
USC00427064,8-20,1998,0,0,93,60,75
USC00427064,8-21,1998,0,0,92,62,91
USC00427064,8-22,1998,0,0,95,61,90
USC00427064,8-23,1998,0,0,99,60,90
USC00427064,8-24,1998,0,0,91,54,85
USC00427064,8-25,1998,0,0,87,64,81
USC00427064,8-26,1998,0,0,85,59,84
USC00427064,8-27,1998,0,0,86,59,86
USC00427064,8-28,1998,0,0,92,53,91
USC00427064,8-29,1998,0,0,93,58,92
USC00427064,8-30,1998,0,0,94,57,92
USC00427064,8-31,1998,0,0,92,65,75
USC00427064,9-1,1998,0,0,82,63,77
USC00427064,9-2,1998,0,0,88,58,87
USC00427064,9-3,1998,0,0,92,60,92
USC00427064,9-4,1998,0,0,95,64,90
USC00427064,9-5,1998,0,0,90,70,87
USC00427064,9-6,1998,0,0,90,65,83
USC00427064,9-7,1998,0,0,84,60,82
USC00427064,9-8,1998,0,0,89,59,86
USC00427064,9-9,1998,0,0,90,59,74
USC00427064,9-10,1998,0,0,82,60,70
USC00427064,9-11,1998,0,0,72,57,69
USC00427064,9-12,1998,0,0,77,54,59
USC00427064,9-13,1998,0,0,77,49,75
USC00427064,9-14,1998,0,0,83,52,83
USC00427064,9-15,1998,0,0,87,54,87
USC00427064,9-16,1998,0,0,89,56,87
USC00427064,9-17,1998,0,0,93,52,89
USC00427064,9-18,1998,0,0,89,58,87
USC00427064,9-19,1998,0,0,88,49,71
USC00427064,9-20,1998,0,0,73,53,64
USC00427064,9-21,1998,0,0,65,50,59
USC00427064,9-22,1998,0,0,76,49,76
USC00427064,9-23,1998,0,0,76,51,73
USC00427064,9-24,1998,0,0,80,50,78
USC00427064,9-25,1998,0,0,80,52,62
USC00427064,9-26,1998,0,0,75,53,74
USC00427064,9-27,1998,0,0,78,48,77
USC00427064,9-28,1998,0,0,83,47,81
USC00427064,9-29,1998,0,0,84,54,75
USC00427064,9-30,1998,0,0,75,55,74
USC00427064,10-1,1998,0,,76,53,57
USC00427064,10-2,1998,0,,75,46,73
USC00427064,10-3,1998,0,,73,46,46
USC00427064,10-4,1998,0,,50,42,49
USC00427064,10-5,1998,0,,56,37,54
USC00427064,10-6,1998,0,,63,34,63
USC00427064,10-7,1998,0,,77,38,77
USC00427064,10-8,1998,0,,78,43,76
USC00427064,10-9,1998,0,,76,41,73
USC00427064,10-10,1998,0,,75,41,65
USC00427064,10-11,1998,0,,68,36,68
USC00427064,10-12,1998,0,,77,38,77
USC00427064,10-13,1998,0,,81,45,79
USC00427064,10-14,1998,0,,79,40,70
USC00427064,10-15,1998,0,,70,43,43
USC00427064,10-16,1998,0,,46,38,45
USC00427064,10-17,1998,0,,56,38,55
USC00427064,10-18,1998,0,,60,32,54
